hospital_id,ein,name,street_address,city,state,hospital_bed_count,urban_location_f,memb_counc_teach_hosps_f,medicare_provider_number,county,fiscal_yr,form_990_filed_part_grp_ret_f,form_990_num_fac_oper,tot_func_exp,tot_revenue,tot_comm_bnfts,chrty_care,unreim_medcd,comm_hlth_impr_svcs_comm_bnft_oper,bad_debt,mdcre_shrtfl,tot_comm_bnfts_tot_func_exp_pct,chrty_care_tot_func_exp_pct,unreim_medcd_tot_func_exp_pct,comm_hlth_impr_svcs_comm_bnft_oper_tot_func_exp_pct,bad_debt_tot_func_exp_pct,mdcre_shrtfl_tot_func_exp_pct,rat_pat_care_npat_care_comm_bnfts,chna_cond_w_mult_hosp_facilities_f,per_capita_inc,med_hsehld_inc,percent_ppl_pov_pct,percent_ppl_65_yrs_old_without_hlth_insr_pct,unemp_rate_16_yrs_older,st_impl_aca_medcd_exp_cvrg_adlts_w_incs_up_138pct_fpl_f,st_law_req_hosp_rpt_comm_bnfts_f
418,742568941,Presbyterian/St Lukes Medical Center,1719 E 19th Ave,Denver,CO,680,Y,Y,60014,Denver County,2011,Y,7,108853115,1082484124,42607456,7260853,25137140,1193026,4616431,-9349934,39.1421559,6.6703217,23.0927153,1.0959961,4.2409728,-8.589496,3.128891113,,54152,47584,18.7,19.6,9.1,Y,N
419,840405257,Centura St Anthony Hospital,11600 W 2nd Place,Lakewood,CO,593,Y,Y,60015,Jefferson County,2021,Y,9,2199373191,2473879938,263153427,47635290,199309651,4421879,0,-289217260,11.9649283,2.1658575,9.0621115,0.2010517,0.0,-13.1499856,20.755362215,Y,68829,90097,6.1,7.5,5.0,Y,N
420,840405257,Centura Health-St Thomas More Hospital,1338 Phay Ave,Canon City,CO,55,N,N,60016,Fremont County,2017,Y,9,1928172000,2066856233,195035462,12112431,164069553,1961961,72714101,-280028793,10.1150448,0.628182,8.5090724,0.1017523,3.7711418,-14.5230193,26.795796757,Y,33422,48820,16.6,9.1,4.3,Y,N
421,840935136,Parkview Medical Center,400 W 16th Street,Pueblo,CO,350,Y,N,60020,Pueblo County,2021,Y,2,599531331,592872091,100320259,4182439,77429687,43833,39125087,-36024158,16.7331136,0.697618,12.9150359,0.0073112,6.5259453,-6.0087198,4.455207921,Y,43196,50885,14.1,9.6,7.9,Y,N
422,460796114,University Colo Health Memorial Hospital Central,1400 E Boulder St,Colorado Springs,CO,583,Y,N,60022,El Paso County,2013,Y,2,603482282,594577225,47521437,859847,23284287,835356,52300718,-31317129,7.8745372,0.1424809,3.8583215,0.1384226,8.6664877,-5.1894032,4.422199607,Y,41272,57072,11.4,13.4,8.0,Y,N
423,840425720,St Marys Hospital & Medical Center,2635 North 7th Street,Grand Junction,CO,346,Y,N,60023,Mesa County,2021,N,1,443536022,478220603,77384210,8107007,36090837,784212,6504043,-25808024,17.4471082,1.8278125,8.13707,0.176809,1.4664069,-5.8186985,1.393414712,Y,48435,64141,11.1,10.9,5.7,Y,N
424,840175870,Boulder Community Hospital,4747 Arapahoe Avenue,Boulder,CO,211,Y,N,60027,Boulder County,2021,N,1,401067083,430997019,21321698,2233899,17727837,597529,2945709,-17124838,5.3162423,0.5569888,4.4201675,0.1489848,0.7344679,-4.2698188,14.678157183,N,79649,88289,9.5,7.7,4.4,Y,N
425,840417134,Saint Joseph Hospital,1375 East 19th Avenue,Denver,CO,565,Y,Y,60028,Denver County,2021,N,1,570513059,629755370,82626613,14126426,30763344,2309906,9247938,-25498777,14.4828609,2.4760916,5.3922243,0.4048822,1.6209862,-4.4694466,1.190785348,N,85411,75355,12.4,10.1,5.9,Y,N
426,450233470,Mckee Medical Center,2000 Boise Avenue,Loveland,CO,115,Y,N,60030,Larimer County,2021,Y,31,8082987870,8751255377,790019168,140879311,485628894,10009218,46162153,-230501009,9.7738507,1.7429113,6.0080369,0.1238306,0.5711025,-2.8516807,3.831597548,N,58725,80344,9.9,7.7,4.7,Y,N
427,840405257,Centura Penrose Hospital,2222 N Nevada,Colorado Springs,CO,522,Y,N,60031,El Paso County,2021,Y,9,2199373191,2473879938,263153427,47635290,199309651,4421879,0,-289217260,11.9649283,2.1658575,9.0621115,0.2010517,0.0,-13.1499856,20.755362215,Y,54151,72459,9.1,9.0,5.6,Y,N
428,742568941,Rose Medical Center,4567 E 9th Avenue,Denver,CO,422,Y,Y,60032,Denver County,2011,Y,7,108853115,1082484124,42607456,7260853,25137140,1193026,4616431,-9349934,39.1421559,6.6703217,23.0927153,1.0959961,4.2409728,-8.589496,3.128891113,,54152,47584,18.7,19.6,9.1,Y,N
429,742568941,Swedish Medical Center,501 E Hampden Avenue,Englewood,CO,368,Y,Y,60034,Arapahoe County,2011,Y,7,108853115,1082484124,42607456,7260853,25137140,1193026,4616431,-9349934,39.1421559,6.6703217,23.0927153,1.0959961,4.2409728,-8.589496,3.128891113,,46707,57042,12.0,17.7,8.2,Y,N
430,841465990,Arkansas Valley Regional Medical Center,1100 Carson Avenue,La Junta,CO,25,N,N,60036,Otero County,2017,N,1,39786385,38770133,5502171,159591,5255962,86618,1357862,-71555,13.829281,0.4011196,13.2104537,0.2177076,3.412881,-0.1798479,62.522258652,N,37214,37907,23.5,10.8,4.1,Y,N
431,840398876,Yampa Valley Medical Center,1024 Central Park Drive,Steamboat Springs,CO,39,N,N,60049,Routt County,2021,N,1,117332915,126410511,6807129,549221,2928923,2051400,4396428,-4927190,5.801551,0.4680877,2.49625,1.7483585,3.746969,-4.1993246,1.084904894,N,85836,82330,6.3,9.6,4.2,Y,N
432,840469270,Community Hospital,2351 G Road,Grand Junction,CO,78,Y,N,60054,Mesa County,2020,N,1,186817679,198148366,10924810,892101,9883552,0,1792728,-4923862,5.8478459,0.4775249,5.29048,0.0,0.9596136,-2.6356509,2.535991823,Y,48435,64141,11.1,10.9,7.5,Y,N
433,840438224,Centura Porter Adventist Hospital,2525 South Downing Street,Denver,CO,368,Y,N,60064,Denver County,2021,Y,5,1370076693,1484227840,126456287,22541019,102376257,575187,50800439,-22955872,9.2298692,1.6452377,7.4723011,0.0419821,3.7078536,-1.6755172,81.16724052,N,85411,75355,12.4,10.1,5.9,Y,N
434,742568941,North Suburban Medical Center,9191 Grant St,Thornton,CO,157,Y,N,60065,Adams County,2011,Y,7,108853115,1082484124,42607456,7260853,25137140,1193026,4616431,-9349934,39.1421559,6.6703217,23.0927153,1.0959961,4.2409728,-8.589496,3.128891113,,32417,52429,16.1,21.6,9.7,Y,N
435,840446259,Valley View Hospital,1906 Blake,Glenwood Springs,CO,78,N,N,60075,Garfield County,2021,N,1,268747642,305628802,25661159,6142099,17290614,1265355,9739290,-9849161,9.548422,2.2854522,6.4337732,0.4708338,3.6239536,-3.6648362,12.902413904,N,62581,79958,6.7,15.7,4.7,Y,N
436,450233470,Sterling Regional Medcenter,615 Fairhurst Street,Sterling,CO,36,N,N,60076,Logan County,2021,Y,31,8082987870,8751255377,790019168,140879311,485628894,10009218,46162153,-230501009,9.7738507,1.7429113,6.0080369,0.1238306,0.5711025,-2.8516807,3.831597548,N,46217,55717,13.1,11.2,4.4,Y,N
437,840563230,Vail Valley Medical Center,181 West Meadow Drive,Vail,CO,58,N,N,60096,Eagle County,2021,N,1,360642069,342938577,29370548,474983,8717449,892053,8162083,-24719417,8.1439605,0.1317048,2.4172024,0.2473513,2.2632087,-6.8542799,0.455564434,N,87872,94309,6.4,13.7,4.4,Y,N
438,742568941,"Medical Center Of Aurora, The",1501 S Potomac St,Aurora,CO,346,Y,N,60100,Arapahoe County,2011,Y,7,108853115,1082484124,42607456,7260853,25137140,1193026,4616431,-9349934,39.1421559,6.6703217,23.0927153,1.0959961,4.2409728,-8.589496,3.128891113,,46707,57042,12.0,17.7,8.2,Y,N
439,840438224,Centura Avista Adventist Hospital,100 Health Park Drive,Louisville,CO,66,Y,N,60103,Boulder County,2021,Y,5,1370076693,1484227840,126456287,22541019,102376257,575187,50800439,-22955872,9.2298692,1.6452377,7.4723011,0.0419821,3.7078536,-1.6755172,81.16724052,N,79649,88289,9.5,7.7,4.4,Y,N
440,840405257,Centura St Anthony North Hospital,14300 Orchard Pkwy,Westminster,CO,196,Y,Y,60104,Broomfield County,2021,Y,9,2199373191,2473879938,263153427,47635290,199309651,4421879,0,-289217260,11.9649283,2.1658575,9.0621115,0.2010517,0.0,-13.1499856,20.755362215,Y,67495,106263,4.2,5.3,4.5,Y,N
441,742044647,National Jewish Health,1400 Jackson St,Denver,CO,46,Y,Y,60107,Denver County,2021,N,1,346514824,358276772,33598648,106261,9195571,1913547,1360256,-32525790,9.6961646,0.0306656,2.6537309,0.5522265,0.3925534,-9.3865508,0.416917511,N,85411,75355,12.4,10.1,5.9,Y,N
442,742568941,Sky Ridge Medical Center,10101 Ridge Gate Parkway,Lone Tree,CO,186,Y,N,60112,Arapahoe County,2011,Y,7,108853115,1082484124,42607456,7260853,25137140,1193026,4616431,-9349934,39.1421559,6.6703217,23.0927153,1.0959961,4.2409728,-8.589496,3.128891113,,46707,57042,12.0,17.7,8.2,Y,N
443,840438224,Centura Littleton Adventist Hospital,7700 South Broadway,Littleton,CO,231,Y,N,60113,Arapahoe County,2021,Y,5,1370076693,1484227840,126456287,22541019,102376257,575187,50800439,-22955872,9.2298692,1.6452377,7.4723011,0.0419821,3.7078536,-1.6755172,81.16724052,N,66691,82381,7.0,9.6,5.8,Y,N
444,840438224,Centura Parker Adventist Hospital,9395 Crown Crest Blvd,Parker,CO,104,Y,N,60114,Douglas County,2021,Y,5,1370076693,1484227840,126456287,22541019,102376257,575187,50800439,-22955872,9.2298692,1.6452377,7.4723011,0.0419821,3.7078536,-1.6755172,81.16724052,N,78980,122290,3.0,4.3,4.1,Y,N
445,841103606,Good Samaritan Medical Ctr,200 Exempla Circle,Lafayette,CO,234,Y,N,60116,Boulder County,2021,Y,2,1119652764,1032489578,66898480,6278730,47700936,1485337,19744503,-112256364,5.9749309,0.5607747,4.2603329,0.1326605,1.7634487,-10.025998,4.354131847,N,79649,88289,9.5,7.7,4.4,Y,N
446,840405257,Centura St Anthony Summit Hospital,340 Peak One Dr,Frisco,CO,35,N,N,60118,Summit County,2021,Y,9,2199373191,2473879938,263153427,47635290,199309651,4421879,0,-289217260,11.9649283,2.1658575,9.0621115,0.2010517,0.0,-13.1499856,20.755362215,Y,77754,91079,6.1,12.1,4.0,Y,N
447,43730045,Medical Center Of The Rockies,2500 Rocky Mountain Avenue,Loveland,CO,136,Y,N,60119,Larimer County,2021,N,1,532465260,595945922,105287296,3545154,28738946,2632,23728040,-24069930,19.7735521,0.6658,5.3973372,0.0004943,4.4562606,-4.5204695,0.506907938,Y,58725,80344,9.9,7.7,4.7,Y,N
448,840405257,Orthocolorado Hospital,11650 West 2nd Place,Lakewood,CO,48,Y,N,60124,Jefferson County,2021,Y,9,2199373191,2473879938,263153427,47635290,199309651,4421879,0,-289217260,11.9649283,2.1658575,9.0621115,0.2010517,0.0,-13.1499856,20.755362215,Y,68829,90097,6.1,7.5,5.0,Y,N
449,840438224,Centura Castle Rock Adventist Hosp,2350 Meadows Boulevard,Castle Rock,CO,50,Y,N,60125,Douglas County,2021,Y,5,1370076693,1484227840,126456287,22541019,102376257,575187,50800439,-22955872,9.2298692,1.6452377,7.4723011,0.0419821,3.7078536,-1.6755172,81.16724052,N,78980,122290,3.0,4.3,4.1,Y,N
450,450233470,Banner Fort Collins Medical Center,4700 Lady Moon Drive,Fort Collins,CO,22,Y,N,60126,Larimer County,2021,Y,31,8082987870,8751255377,790019168,140879311,485628894,10009218,46162153,-230501009,9.7738507,1.7429113,6.0080369,0.1238306,0.5711025,-2.8516807,3.831597548,N,58725,80344,9.9,7.7,4.7,Y,N
451,822666059,Uchealth Greeley Hospital,6767 West 29th Street,Greeley,CO,50,Y,N,60131,Weld County,2021,N,1,190484871,188371419,30143947,1209162,14035612,0,8873973,-7922487,15.8248509,0.6347811,7.3683605,0.0,4.6586235,-4.1591161,1.041573634,N,52054,77937,8.9,10.9,5.7,Y,N
452,841276376,Rio Grande Hospital,310 County Road 14,Del Norte,CO,17,N,N,61301,Rio Grande County,2021,N,1,24753461,31556202,3938464,283000,0,3600,964692,56727,15.9107609,1.1432744,0.0,0.0145434,3.8972004,0.2291679,0.077418352,N,53641,51416,13.3,14.2,6.5,Y,N
453,840447998,Colorado Canyons Hospital & Med Ctr,300 W Ottley Ave,Fruita,CO,25,Y,N,61302,Mesa County,2021,N,1,74016411,78174068,9382283,46269,2295901,0,980289,170204,12.6759496,0.0625118,3.101881,0.0,1.3244211,0.2299544,0.336043931,Y,48435,64141,11.1,10.9,5.7,Y,N
454,450233470,East Morgan County Hospital,2400 W Edison,Brush,CO,25,N,N,61303,Morgan County,2021,Y,31,8082987870,8751255377,790019168,140879311,485628894,10009218,46162153,-230501009,9.7738507,1.7429113,6.0080369,0.1238306,0.5711025,-2.8516807,3.831597548,N,48701,63297,10.5,14.9,4.9,Y,N
455,840255530,Conejos County Hospital,19021 Us Hwy 285,La Jara,CO,17,N,N,61308,Conejos County,2021,Y,2,118705372,122624881,4558798,614635,2264910,157794,5414882,-2149438,3.840431,0.5177819,1.9080096,0.1329291,4.5616149,-1.8107335,3.699065093,N,39847,39822,17.6,11.1,4.8,Y,N
456,840586742,Mt San Rafael Hospital,410 Benedicta Ave,Trinidad,CO,25,N,N,61321,Las Animas County,2021,N,1,43785196,42777232,10288644,470122,6412355,0,2935649,31096,23.4979969,1.0737008,14.6450297,0.0,6.704661,0.0710194,2.020592942,N,43118,46281,16.4,13.2,6.5,Y,N
457,841337350,Southwest Memorial Hospital,1311 North Mildred Road,Cortez,CO,25,N,N,61327,Montezuma County,2021,N,1,71823222,73002542,10065196,3306327,5668800,0,3944773,153809,14.0138463,4.6034233,7.8927119,0.0,5.4923364,0.2141494,8.233540262,N,46919,54053,12.9,13.9,5.6,Y,N
458,841465990,Arkansas Valley Regl Med Ctr,1100 Carson Avenue,La Junta,CO,25,N,N,61336,Otero County,2021,N,1,38321393,44586795,1540107,152425,1318157,25000,1556265,53086,4.0189222,0.3977543,3.4397418,0.0652377,4.0610867,0.1385283,21.15184466,N,41333,46235,17.6,11.4,6.1,Y,N
459,840405257,Centura St Thomas More Hospital,1338 Phay,Canon City,CO,25,N,N,61344,Fremont County,2021,Y,9,2199373191,2473879938,263153427,47635290,199309651,4421879,0,-289217260,11.9649283,2.1658575,9.0621115,0.2010517,0.0,-13.1499856,20.755362215,Y,38952,52414,15.2,9.2,6.9,Y,N
460,840166760,Childrens Hospital Colorado,13123 East 16th Avenue,Aurora,CO,479,Y,Y,63301,Adams County,2021,Y,5,1485014704,1555750005,301516894,5798965,214738596,26119546,9855457,-918447,20.3039669,0.3904988,14.4603683,1.7588745,0.6636605,-0.0618476,2.723380803,Y,48115,73615,9.4,12.3,6.2,Y,N
461,840166760,Chco - Colorado Springs,4090 Briargate Pkwy,Colorado Springs,CO,99,Y,Y,63303,El Paso County,2021,Y,5,1485014704,1555750005,301516894,5798965,214738596,26119546,9855457,-918447,20.3039669,0.3904988,14.4603683,1.7588745,0.6636605,-0.0618476,2.723380803,Y,54151,72459,9.1,9.0,5.6,Y,N
462,60653171,Hospital Of St Raphael,1450 Chapel St,New Haven,CT,511,Y,Y,70001,New Haven County,2011,N,1,472940359,470908060,29492497,787194,14763466,214045,4755065,-33433883,6.2359865,0.1664467,3.1216337,0.0452583,1.0054259,-7.0693655,1.115395338,,46751,58985,12.9,9.9,9.7,Y,Y
463,60646813,Saint Francis Hospital,114 Woodland Street,Hartford,CT,617,Y,Y,70002,Hartford County,2021,N,1,921990438,956852290,85170097,4091623,63477994,659046,13427708,-19839799,9.2376334,0.4437815,6.8848863,0.0714807,1.4563825,-2.1518443,3.839078081,Y,67938,73476,10.7,6.0,6.5,Y,Y
464,60646599,Day Kimball Hospital,320 Pomfret Street,Putnam,CT,104,Y,N,70003,Windham County,2021,N,1,119912789,127293021,9445299,93862,7366197,0,4960324,-3337564,7.876807,0.0782752,6.1429619,0.0,4.1366096,-2.7833261,3.831100458,Y,50747,66349,10.4,6.5,6.2,Y,Y
465,815056290,Sharon Hospital,50 Hospital Hill Road,Sharon,CT,78,N,N,70004,Litchfield County,2021,N,1,72831720,51339478,12271675,552391,7008403,10669,1015098,-12358659,16.8493549,0.7584483,9.6227344,0.0146488,1.3937581,-16.9687864,1.604963912,N,67118,79512,7.4,6.1,5.5,Y,Y
466,60665979,Waterbury Hospital,64 Robbins St,Waterbury,CT,357,Y,Y,70005,New Haven County,2015,N,1,254044237,232961877,20342363,950442,9514951,0,761283,-3716027,8.0074097,0.3741246,3.7453913,0.0,0.2996655,-1.462748,1.059575254,Y,51803,61758,13.6,7.0,6.1,Y,Y
467,60646917,The Stamford Hospital,One Hospital Plaza,Stamford  Ct 06904,CT,305,Y,Y,70006,Fairfield County,2021,N,1,673050841,754618601,78518877,6889730,68685746,632329,75698000,-30586760,11.6661137,1.0236566,10.2051348,0.0939496,11.2469958,-4.5444947,25.676241871,N,120244,98828,8.8,9.3,6.1,Y,Y
468,60646704,Lawrence & Memorial Hospital,365 Montauk Avenue,New London,CT,280,Y,N,70007,New London County,2021,N,1,442738204,461794793,70245138,18694202,25654463,777305,10818183,-48781825,15.8660665,4.2224054,5.7944994,0.1755676,2.4434717,-11.0182099,1.712536877,N,61191,77202,8.0,6.1,6.9,Y,Y
469,475676956,Johnson Memorial Hospital  Inc,201 Chestnut Hill Road,Stafford Springs,CT,92,Y,N,70008,Tolland County,2021,N,1,75947802,68994712,5141895,338852,4762112,29331,2069359,-3952182,6.7703012,0.4461643,6.2702433,0.0386199,2.7247121,-5.2038135,124.623488309,Y,59590,87247,6.9,4.4,5.1,Y,Y
470,60646768,Bradley Memorial Hospital & Health Ctr,81 Meriden Avenue,Southington,CT,84,Y,N,70009,Hartford County,2021,Y,2,612855807,650286838,55907820,4896982,40426615,880815,19830054,-5254754,9.1225079,0.799043,6.5964317,0.143723,3.2356801,-0.8574209,4.282184625,Y,67938,73476,10.7,6.0,6.5,Y,Y
471,60646554,Bridgeport Hospital,267 Grant Street,Bridgeport,CT,497,Y,Y,70010,Fairfield County,2021,N,1,831815003,825680731,134073187,26300138,84543467,2325375,20479613,-47542588,16.1181496,3.1617773,10.1637343,0.2795543,2.4620393,-5.7155242,4.77165732,Y,120244,98828,8.8,9.3,6.1,Y,Y
472,60646678,Charlotte Hungerford Hospital,540 Litchfield Street,Torrington,CT,109,N,N,70011,Litchfield County,2021,N,1,188950313,190739034,12898152,1818949,9573663,720012,7010247,-2929086,6.8262136,0.9626599,5.0667621,0.3810589,3.7101007,-1.5501884,7.567126745,Y,67118,79512,7.4,6.1,5.5,Y,Y
473,60653151,Rockville General Hospital,31 Union St,Rockville,CT,102,Y,N,70012,Tolland County,2015,N,1,73037603,61090186,8293133,382466,6805720,153921,1985773,-5029605,11.3546072,0.5236562,9.3181042,0.2107421,2.7188364,-6.8863226,6.505457727,Y,52168,81616,7.1,4.2,4.8,Y,Y
474,60646597,New Milford Hospital,21 Elm St,New Milford,CT,85,N,N,70015,Litchfield County,2021,Y,2,787818022,818823850,89007110,13273056,50318684,106086,13654712,-49949554,11.2979276,1.684787,6.3870948,0.0134658,1.7332317,-6.34024,2.502097746,N,67118,79512,7.4,6.1,5.5,Y,Y
475,60646844,St Marys Hospital,56 Franklin Street,Waterbury,CT,347,Y,Y,70016,New Haven County,2021,N,1,321912242,325143316,32625865,2294564,23948768,142756,8019526,960428,10.1350184,0.7127917,7.4395331,0.0443462,2.4912149,0.2983508,4.111742469,Y,60092,72517,11.2,7.0,6.6,Y,Y
476,60646715,Midstate Medical Center,435 Lewis Avenue,Meriden,CT,144,Y,N,70017,New Haven County,2021,N,1,424155725,439842089,32419488,3579562,28277178,377988,11874689,-10825559,7.6432984,0.8439263,6.6666972,0.0891153,2.7996059,-2.5522604,56.609246056,Y,60092,72517,11.2,7.0,6.6,Y,Y
477,60646659,Greenwich Hospital,5 Perryridge Road,Greenwich,CT,206,Y,Y,70018,Fairfield County,2021,N,1,528695521,547200272,57577523,23707921,25662104,793890,12390419,-73955933,10.8904881,4.4842295,4.8538531,0.1501601,2.3435831,-13.9883789,6.015234484,N,120244,98828,8.8,9.3,6.1,Y,Y
478,60646741,Milford Hospital  Inc,300 Seaside Avenue,Milford,CT,106,Y,N,70019,New Haven County,2018,N,1,51473318,38834756,3002393,227886,2493109,25103,1532928,-10928789,5.8329113,0.4427264,4.8434977,0.0487689,2.9781021,-21.2319497,9.669560551,,56650,67720,11.6,6.2,4.4,Y,Y
479,60646718,Middlesex Hospital,28 Crescent Street,Middletown,CT,275,Y,Y,70020,Middlesex County,2021,N,1,455782472,484471218,72606343,1601363,31032377,8674632,20768625,-2529095,15.9300428,0.3513436,6.8085937,1.9032394,4.5566967,-0.5548907,0.816402674,N,71291,89970,7.7,4.7,5.2,Y,Y
480,60646966,Windham Community Memorial Hospital,112 Mansfield Ave,Willimantic,CT,130,Y,N,70021,Windham County,2021,N,1,122964926,137042380,10934108,1677890,8060998,343724,4244526,-5071354,8.8920543,1.3645273,6.5555262,0.2795301,3.4518184,-4.124228,8.148196984,Y,50747,66349,10.4,6.5,6.2,Y,Y
481,60646652,Yale-New Haven Hospital,20 York Street,New Haven,CT,874,Y,Y,70022,New Haven County,2021,N,1,3968389537,3904285739,573554615,106027679,339315142,13506840,57488883,-171113802,14.4530825,2.6718062,8.5504494,0.3403607,1.4486703,-4.3119205,3.473493405,N,60092,72517,11.2,7.0,6.6,Y,Y
482,60250773,The William W Backus Hospital,326 Washington Street,Norwich,CT,213,Y,Y,70024,New London County,2021,N,1,468889976,505418818,43112270,3775116,36121453,615742,14590813,-10960078,9.1945386,0.8051176,7.7036095,0.131319,3.1117775,-2.3374519,12.406803057,Y,61191,77202,8.0,6.1,6.9,Y,Y
483,60646668,Hartford Hospital,80 Seymour Street,Hartford,CT,819,Y,Y,70025,Hartford County,2021,N,1,2197791689,2318411620,137235416,15428503,59720594,1417799,47640257,-13601638,6.2442412,0.7020002,2.7173,0.0645101,2.167642,-0.6188774,1.210397044,Y,67938,73476,10.7,6.0,6.5,Y,Y
484,60646710,Manchester Memorial Hospital,71 Haynes St,Manchester,CT,249,Y,Y,70027,Hartford County,2015,N,1,205928268,189449530,18491286,505744,11685254,1048164,10662336,-11309874,8.9794792,0.2455923,5.6744293,0.5089947,5.1776942,-5.4921425,1.93499059,Y,59505,69260,11.1,5.8,5.9,Y,Y
485,832550272,St Vincents Medical Center,2800 Main Street,Bridgeport,CT,397,Y,Y,70028,Fairfield County,2021,N,1,573402290,538205339,38862177,7440464,24319041,2859691,20877588,-3104167,6.7774715,1.2975992,4.241183,0.4987233,3.6410018,-0.5413593,4.471486927,Y,120244,98828,8.8,9.3,6.1,Y,Y
486,60646559,Bristol Hospital  Inc,Brewster Road,Bristol,CT,134,Y,N,70029,Hartford County,2021,N,1,155027908,155232075,32432732,2151903,15974327,6730265,7530602,-15303178,20.9205764,1.3880745,10.3041621,4.3413247,4.8575782,-9.8712407,1.266992448,N,67938,73476,10.7,6.0,6.5,Y,Y
487,60647014,The Griffin Hospital,130 Division Street,Derby,CT,160,Y,Y,70031,New Haven County,2021,N,1,251531505,269025587,28669111,3547406,12944403,860748,748776,-39297207,11.3978211,1.4103227,5.1462352,0.3422028,0.2976867,-15.6231749,1.355446211,N,60092,72517,11.2,7.0,6.6,Y,Y
488,60646597,Danbury Hospital,24 Hospital Ave,Danbury,CT,345,Y,Y,70033,Fairfield County,2021,Y,2,787818022,818823850,89007110,13273056,50318684,106086,13654712,-49949554,11.2979276,1.684787,6.3870948,0.0134658,1.7332317,-6.34024,2.502097746,N,120244,98828,8.8,9.3,6.1,Y,Y
489,66068853,Norwalk Hospital,Maple St,Norwalk,CT,328,Y,Y,70034,Fairfield County,2021,N,1,421736967,404720317,48552246,7291293,28802223,171590,7406852,-51857343,11.5124472,1.7288721,6.8294281,0.0406864,1.7562728,-12.296134,2.897046167,N,120244,98828,8.8,9.3,6.1,Y,Y
490,60646768,The Hospital Of Central Connecticut,100 Grand Street,New Britain,CT,330,Y,Y,70035,Hartford County,2021,Y,2,612855807,650286838,55907820,4896982,40426615,880815,19830054,-5254754,9.1225079,0.799043,6.5964317,0.143723,3.2356801,-0.8574209,4.282184625,Y,67938,73476,10.7,6.0,6.5,Y,Y
491,60878822,The Connecticut Hospice  Inc,100 Double Beach Road,Branford,CT,52,Y,Y,70038,New Haven County,2021,N,1,19567175,27214680,75651,0,75651,0,8324,-765,0.3866219,0.0,0.3866219,0.0,0.0425406,-0.0039096,2.535991823,N,60092,72517,11.2,7.0,6.6,Y,Y
492,60655131,Masonicare Health Center,22 Masonic Avenue,Wallingford,CT,91,Y,Y,70039,New Haven County,2021,N,1,56864289,54756357,7275459,0,7119025,156434,1802608,-4352864,12.7944253,0.0,12.5193247,0.2751005,3.1700176,-7.6548288,45.508169579,N,60092,72517,11.2,7.0,6.6,Y,Y
493,60646672,Hebrew Home & Hospital,One Abrahams Blvd,West Hartford,CT,45,Y,N,70040,Hartford County,2021,N,1,10269181,11293117,62130,0,59030,0,525596,1747952,0.6050141,0.0,0.5748267,0.0,5.1181881,17.0213379,19.041935483,N,67938,73476,10.7,6.0,6.5,Y,Y
494,60646755,Connecticut Childrens Medical Center,282 Washington Street,Hartford,CT,129,Y,Y,73300,Hartford County,2021,Y,5,444525068,484453725,112695864,747843,80542996,3112754,4669829,-189686,25.3519704,0.1682341,18.1188872,0.7002426,1.0505209,-0.0426716,2.588465985,N,67938,73476,10.7,6.0,6.5,Y,Y
495,510103684,Christiana Care Health System,501 W 14th Street,Wilmington,DE,1196,Y,Y,80001,New Castle County,2021,Y,2,2419259668,2604754602,142437125,12352059,51642299,9752340,19560265,-110208652,5.8876327,0.5105718,2.1346323,0.4031125,0.8085227,-4.5554701,0.815809544,Y,59955,75145,10.1,6.8,5.3,Y,N
496,510064326,St Francis Hospital  Wilmington,7th & Clayton Streets,Wilmington,DE,395,Y,Y,80003,New Castle County,2021,N,1,170022661,164053372,6530232,2472635,0,309880,7466335,-4790625,3.8408009,1.4542973,0.0,0.182258,4.3913763,-2.8176391,0.609384076,N,59955,75145,10.1,6.8,5.3,Y,N
497,510064318,Bayhealth Hospital  Kent Campus,640 South State Street,Dover,DE,304,Y,Y,80004,Kent County,2021,Y,2,867926777,960380651,76916521,10560788,3927386,2352966,12687506,-27656449,8.8620979,1.2167832,0.4525019,0.2711019,1.4618175,-3.1864956,0.232076848,Y,46600,61538,13.0,9.0,6.2,Y,N
498,510069243,Nanticoke Memorial Hospital,801 Middleford Road,Seaford,DE,119,Y,N,80006,Sussex County,2021,N,1,164704307,151436995,17108643,2371272,14593506,108502,5405571,-2949580,10.3874897,1.4397146,8.8604276,0.0658768,3.2819852,-1.7908335,117.921509748,Y,54352,69829,11.0,10.4,4.8,Y,N
499,510067938,Beebe Medical Center,424 Savanah Road,Lewes,DE,155,Y,Y,80007,Sussex County,2021,N,1,488143908,565095604,37098532,3718075,0,1015480,13860378,-82779146,7.599917,0.761676,0.0,0.2080288,2.839404,-16.9579389,0.111384784,N,54352,69829,11.0,10.4,4.8,Y,N
500,510064318,Bayhealth Hospital  Sussex Campus,100 Wellness Way,Milford,DE,168,Y,Y,80009,Sussex County,2021,Y,2,867926777,960380651,76916521,10560788,3927386,2352966,12687506,-27656449,8.8620979,1.2167832,0.4525019,0.2711019,1.4618175,-3.1864956,0.232076848,Y,54352,69829,11.0,10.4,4.8,Y,N
501,590634433,Alfred I Dupont Hosp For Children,1600 Rockland Road,Wilmington,DE,260,Y,Y,83300,New Castle County,2021,Y,2,1480686836,1727136320,168845018,17973509,97624187,19048760,0,-441881,11.4031552,1.2138629,6.5931691,1.2864813,0.0,-0.0298429,2.17095793,N,59955,75145,10.1,6.8,5.3,Y,N
