hospital_id,hospital_org_id,ein,name,name_cr,street_address,city,state,zip_code,fips_state_and_county_code,hospital_bed_count,chrch_affl_f,urban_location_f,children_hospital_f,memb_counc_teach_hosps_f,medicare_provider_number,county,hospital_bed_size,updated_dt_x,hospital_data_id,fiscal_yr,data_ein,data_name,form_990_filed_part_grp_ret_f,form_990_num_fac_oper,form_990_name,form_990_address,form_990_city,form_990_state,form_990_zip,tot_func_exp,tot_revenue,tot_comm_bnfts,chrty_care,unreim_medcd,unreim_costs,comm_hlth_impr_svcs_comm_bnft_oper,hlth_prof_educ,subsd_hlth_svcs,rsrch,cash_inknd_contrib_comm_grps,comm_bldg,comm_bldg_actvs,comm_bldg_actvs_physimprvhse,comm_bldg_actvs_econdevlp,comm_bldg_actvs_cmntysuprt,comm_bldg_actvs_envrnimprv,comm_bldg_actvs_ldrdevlp,comm_bldg_actvs_cltnbldg,comm_bldg_actvs_htlhimprvadvcy,comm_bldg_actvs_wrkfrcdevlp,comm_bldg_actvs_other,comm_bldg_actvs_physimprvhse_pct,comm_bldg_actvs_econdevlp_pct,comm_bldg_actvs_cmntysuprt_pct,comm_bldg_actvs_envrnimprv_pct,comm_bldg_actvs_ldrdevlp_pct,comm_bldg_actvs_cltnbldg_pct,comm_bldg_actvs_htlhimprvadvcy_pct,comm_bldg_actvs_wrkfrcdevlp_pct,comm_bldg_actvs_other_pct,bad_debt,bad_debt_tot_func_exp_atrb_pat_elig_fncl_asst,mdcre_shrtfl,tot_comm_bnfts_tot_func_exp_pct,chrty_care_tot_func_exp_pct,unreim_medcd_tot_func_exp_pct,unreim_costs_tot_func_exp_pct,comm_hlth_impr_svcs_comm_bnft_oper_tot_func_exp_pct,hlth_prof_educ_tot_func_exp_pct,subsd_hlth_svcs_tot_func_exp_pct,rsrch_tot_func_exp_pct,cash_inknd_contrib_comm_grps_tot_func_exp_pct,hosp_rpt_comm_bldg_actvs_f,comm_bldg_tot_func_exp_pct,comm_bldg_actvs_tot_func_exp_pct,bad_debt_tot_func_exp_pct,bad_debt_tot_func_exp_atrb_pat_elig_fncl_asst_pct,mdcre_shrtfl_tot_func_exp_pct,rat_pat_care_npat_care_comm_bnfts,sole_comm_prov_f,written_fncl_asst_policy_f,used_fed_pov_gdlns_det_elig_free_disc_care_f,rpted_credit_agency_f,filed_lawsuit_f,placed_liens_resdnc_f,issued_body_attch_f,chna_cond_comm_hlth_needs_assmt_f,chna_defined_comm_served_f,chna_took_into_acct_input_ppl_rep_broad_intrst_comm_served_f,chna_cond_w_mult_hosp_facilities_f,chna_made_wide_avail_pub_f,hosp_adp_imp_stg_addr_hlth_needs_comm_f,hosp_exe_imp_stg_addr_hlth_needs_comm_f,hosp_prtcp_dev_commwide_comm_bnft_plan_f,per_capita_inc_qrt,per_capita_inc,med_hsehld_inc_qrt,med_hsehld_inc,percent_ppl_pov_qrt,percent_ppl_pov_pct,percent_ppl_65_yrs_old_without_hlth_insr_qrt,percent_ppl_65_yrs_old_without_hlth_insr_pct,unemp_rate_16_yrs_older_qrt,unemp_rate_16_yrs_older,st_impl_aca_medcd_exp_cvrg_adlts_w_incs_up_138pct_fpl_f,st_inc_elig_prnts_dep_chldrn_enrol_medcd_ltd_76pct_fpl_less_f,st_law_req_hosp_rpt_comm_bnfts_f,paper_return_f,netcommbldgexpns_total,numactpgm_physimprvhse,numactpgm_econdevlp,numactpgm_cmntysuprt,numactpgm_envrnimprv,numactpgm_ldrdevlp,numactpgm_cltnbldg,numactpgm_htlhimprvadvcy,numactpgm_wrkfrcdevlp,numactpgm_other,numactpgm_total,prsnssrvd_physimprvhse,prsnssrvd_econdevlp,prsnssrvd_cmntysuprt,prsnssrvd_envrnimprv,prsnssrvd_ldrdevlp,prsnssrvd_cltnbldg,prsnssrvd_htlhimprvadvcy,prsnssrvd_wrkfrcdevlp,prsnssrvd_other,prsnssrvd_total,ttlcommbldgexpns_physimprvhse,ttlcommbldgexpns_econdevlp,ttlcommbldgexpns_cmntysuprt,ttlcommbldgexpns_envrnimprv,ttlcommbldgexpns_ldrdevlp,ttlcommbldgexpns_cltnbldg,ttlcommbldgexpns_htlhimprvadvcy,ttlcommbldgexpns_wrkfrcdevlp,ttlcommbldgexpns_other,ttlcommbldgexpns_total,diroffsetrev_physimprvhse,diroffsetrev_econdevlp,diroffsetrev_cmntysuprt,diroffsetrev_envrnimprv,diroffsetrev_ldrdevlp,diroffsetrev_cltnbldg,diroffsetrev_htlhimprvadvcy,diroffsetrev_wrkfrcdevlp,diroffsetrev_other,diroffsetrev_total,pctttlexp_physimprvhse,pctttlexp_econdevlp,pctttlexp_cmntysuprt,pctttlexp_envrnimprv,pctttlexp_ldrdevlp,pctttlexp_cltnbldg,pctttlexp_htlhimprvadvcy,pctttlexp_wrkfrcdevlp,pctttlexp_other,pctttlexp_total,updated_dt_y
2034,1595,160743187,St Joseph Hospital Of Cheektowaga New York,,2605 Harlem Road,Cheektowaga,NY,14225,36029,123,Y,Y,N,N,330091,Erie County,100-299 beds,"November 20, 2023",21313,2021,160743187,St Joseph Hospital Of Cheektowaga New York,Y,2,Sisters of Charity Hospital,144 Genesee Street,Buffalo,NY,14203,396206022,364077720,67552086,3249579,40355312,0,187078,2943139,20479991,225168,111819,7344,7344,0,0,5369,1975,0,0,0,0,0,0.0,0.0,73.1072984,26.8927015,0.0,0.0,0.0,0.0,0.0,0,0,-1509867,17.0497373,0.820174,10.1854363,0.0,0.0472173,0.7428304,5.1690256,0.056831,0.0282224,Y,0.0018535,0.0018535,0.0,0.0,-0.3810812,1.820876766,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,4,56748,3,59584,3,13.2,1,4.1,3,5.5,Y,,Y,N,7344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5369,1975,0,0,0,0,0,7344,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"November 20, 2023"
2035,1564,473869194,Columbia Memorial Hospital,Columbia Memorial Hospital,71 Prospect Avenue,Hudson,NY,12534,36021,124,N,N,N,Y,330094,Columbia County,100-299 beds,"November 20, 2023",21325,2021,473869194,Columbia Memorial Hospital,Y,4,Albany Medical Center Group Organization,47 New Scotland Ave Mc116,Albany,NY,12208,2637281628,2777242884,162927579,13212368,69693993,247245,6316322,63958907,3485902,5972497,40345,1621319,1621319,0,0,139902,0,0,0,0,655135,826282,0.0,0.0,8.6289002,0.0,0.0,0.0,0.0,40.4075323,50.9635673,0,0,-44686188,6.1778604,0.5009843,2.642645,0.0093749,0.2395012,2.425183,0.1321778,0.2264641,0.0015297,Y,0.0614769,0.0614769,0.0,0.0,-1.6944033,1.042365108,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,4,60859,4,66068,2,10.2,1,5.7,2,3.8,Y,,Y,N,1621319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204402,0,0,0,0,655135,826282,1685819,0,0,64500,0,0,0,0,0,0,64500,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0003,0.0004,0.0008,"November 20, 2023"
2036,1604,222807681,Jones Memorial Hospital,Jones Memorial Hospital,191 N Main Street,Wellsville,NY,14895,36003,49,N,N,N,N,330096,Allegany County,<100 beds,"November 20, 2023",21337,2021,222807681,Jones Memorial Hospital,Y,8,Memorial Hospital Of William F And Gertrude F Jones Inc,191 N Main Street,Wellsville,NY,14895,60930246,62105918,4093322,52040,3475094,564070,1182,0,0,0,936,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1378498,0,-4642949,6.718046,0.0854091,5.7033972,0.9257635,0.0019399,0.0,0.0,0.0,0.0015361,,0.0,0.0,2.2624198,0.0,-7.6201054,1931.635505193,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,1,40840,2,53371,3,15.1,1,5.5,3,5.0,Y,,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"November 20, 2023"
2037,1605,135562304,New York Eye And Ear Infirmary,New York Eye And Ear Infirmary,310 East 14th Street,New York,NY,10003,36061,69,N,Y,N,Y,330100,New York County,<100 beds,"November 20, 2023",21349,2021,135562304,New York Eye And Ear Infirmary,N,1,New York Eye & Ear Infirmary,310 East 14th Street,New York,NY,10003,146205818,146385598,18024341,748190,11154226,0,371327,5750598,0,0,0,1971,1971,0,0,0,1559,0,0,412,0,0,0.0,0.0,0.0,79.0969051,0.0,0.0,20.9030948,0.0,0.0,1946645,0,-3791303,12.32806,0.5117375,7.6291259,0.0,0.2539755,3.933221,0.0,0.0,0.0,Y,0.001348,0.001348,1.3314415,0.0,-2.5931273,1.944227673,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,4,191220,4,87745,3,16.3,1,5.6,4,7.6,Y,,Y,N,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1559,0,0,412,0,0,1971,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"November 20, 2023"
2038,1562,133957095,New York Presbyterian Hospital,New York Presbyterian Hospital,525 East 68th Street,New York,NY,10065,36061,2262,N,Y,N,Y,330101,New York County,>299 beds,"November 20, 2023",21361,2021,133957095,New York Presbyterian Hospital,N,1,The New York and Presbyterian Hospital,525 E 68th Street Box 156,New York,NY,10065,7046564401,7331871637,1198463326,47235104,545410296,0,42268919,510514120,51521397,350797,1162693,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,22725874,157222,-218672738,17.007768,0.6703281,7.7400881,0.0,0.5998514,7.2448655,0.7311562,0.0049782,0.0165001,N,0.0,0.0,0.3225099,0.6918193,-3.1032532,0.978256625,N,Y,Y,,,,,Y,Y,Y,N,Y,Y,,,4,191220,4,87745,3,16.3,1,5.6,4,7.6,Y,,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"November 20, 2023"
2039,1606,160762843,Kenmore Mercy Hospital,Kenmore Mercy Hospital,2950 Elmwood Avenue,Kenmore,NY,14217,36029,184,Y,Y,N,N,330102,Erie County,100-299 beds,"November 20, 2023",21373,2021,160762843,Kenmore Mercy Hospital,N,1,Kenmore Mercy Hospital,144 Genesee Street,Buffalo,NY,14203,186317157,183047458,11395741,1196057,9619912,0,391303,3471,0,105603,79395,81225,81225,0,0,1519,74064,0,5642,0,0,0,0.0,0.0,1.8701138,91.1837488,0.0,6.9461372,0.0,0.0,0.0,0,0,-99224,6.1163132,0.6419467,5.1631917,0.0,0.2100198,0.0018629,0.0,0.0566791,0.0426128,Y,0.043595,0.043595,0.0,0.0,-0.0532554,18.655555977,N,Y,Y,,,,,Y,Y,Y,N,Y,Y,,,4,56748,3,59584,3,13.2,1,4.1,3,5.5,Y,,Y,N,81225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1519,74064,0,5642,0,0,0,81225,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0004,"November 20, 2023"
2040,1607,160743102,Upper Allegheny Health System,Upper Allegheny Health System,515 Main Street,Olean,NY,14760,36009,186,N,N,N,Y,330103,Cattaraugus County,100-299 beds,"November 20, 2023",21385,2021,160743102,Upper Allegheny Health System,Y,2,Olean General Hospital,515 Main St,Olean,NY,14760,188989471,190384011,12257106,2404325,9594494,0,0,258287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,4879137,615110,-2987518,6.4856025,1.2722005,5.0767346,0.0,0.0,0.1366674,0.0,0.0,0.0,,0.0,0.0,2.5816977,12.6069425,-1.5807854,46.455373286,N,Y,Y,,,,,Y,Y,Y,N,Y,Y,,,2,45200,2,51824,3,16.3,1,6.9,3,5.3,Y,,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"November 20, 2023"
2041,1608,131740119,Montefiore Nyack Hospital,Montefiore Nyack Hospital,160 North Midland Avenue,Nyack,NY,10960,36087,375,N,Y,N,Y,330104,Rockland County,>299 beds,"November 20, 2023",21397,2021,131740119,Montefiore Nyack Hospital,N,1,Montefiore Nyack Hospital,160 North Midland Avenue,Nyack,NY,10960,313950043,317923968,49673924,3279404,29844698,3121157,44915,102570,13281180,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2475198,2211590,-11850485,15.8222383,1.0445623,9.5061933,0.9941572,0.0143064,0.0326708,4.2303482,0.0,0.0,,0.0,0.0,0.788405,89.3500237,-3.7746403,2.699096224,N,Y,Y,,,,,Y,Y,Y,N,Y,Y,,,4,66350,4,94874,3,14.4,1,5.6,2,4.4,Y,,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"November 20, 2023"
2042,1609,111562701,North Shore University Hospital,North Shore University Hospital,300 Community Drive,Manhasset,NY,10030,36059,812,N,Y,N,Y,330106,Nassau County,>299 beds,"November 20, 2023",21409,2021,111562701,North Shore University Hospital,Y,2,North Shore University Hospital C/o Northwell Health Inc,972 Brush Hollow Rd 5th Fl,Westbury,NY,11590,3153787513,3319474205,507936455,58516173,121565895,0,48122026,53799289,168995602,54384190,2553280,683239,683239,0,1550,9269,0,0,6089,606426,59905,0,0.0,0.2268605,1.3566263,0.0,0.0,0.8911961,88.7575211,8.7677957,0.0,23874401,0,-49946896,16.1056016,1.8554253,3.8546,0.0,1.5258487,1.7058628,5.3584967,1.7244088,0.0809591,Y,0.021664,0.021664,0.7570072,0.0,-1.5837115,0.549274541,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,4,96253,4,122730,1,5.7,1,4.8,3,4.5,Y,,Y,N,683239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550,9269,0,0,6089,606426,59905,0,683239,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0002,"November 20, 2023"
2043,1610,111661359,Peconic Bay Medical Center,Peconic Bay Medical Center,1 Heros Way,Riverhead,NY,11901,36103,122,N,Y,N,Y,330107,Suffolk County,100-299 beds,"November 20, 2023",21421,2021,111661359,Peconic Bay Medical Center,N,1,Central Suffolk Hospital DBA PECONIC BAY MEDICAL CENTER,1 Heroes Way,Riverhead,NY,11901,325005607,314854447,50472510,1729068,21337023,0,5922562,3922911,17542189,2422,16335,1993,1993,0,5,6,0,0,1,1343,638,0,0.0,0.250878,0.3010536,0.0,0.0,0.0501756,67.3858504,32.0120421,0.0,1526250,0,-15378821,15.5297351,0.5320117,6.5651245,0.0,1.8222953,1.2070287,5.3975034,0.0007452,0.005026,Y,0.0006132,0.0006132,0.4696072,0.0,-4.7318632,0.841630969,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,4,76713,4,109084,1,6.1,1,5.2,3,4.6,Y,,Y,N,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,1,1343,638,0,1993,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"November 20, 2023"
2044,1602,160743905,St Josephs Hospital,,555 St Josephs Blvd,Elmira,NY,14901,36015,125,N,Y,N,N,330108,Chemung County,100-299 beds,"November 20, 2023",21433,2021,160743905,St Josephs Hospital,Y,2,Arnot Ogden Medical Center,600 Roe Avenue,Elmira,NY,14905,381941571,388657476,22992829,4847619,10271525,0,19339,-4076628,11951817,-20843,0,515458,515458,0,0,0,0,1140,127,0,514191,0,0.0,0.0,0.0,0.0,0.2211625,0.0246382,0.0,99.7541991,0.0,2673433,1569587,-4994236,6.0199859,1.2692043,2.6892922,0.0,0.0050633,-1.0673433,3.1292265,-0.0054571,0.0,Y,0.1349572,0.1349572,0.6999586,58.7105418,-1.3075916,1.920211946,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,3,49439,2,54705,3,14.5,1,4.1,3,5.3,Y,,Y,N,515458,0,0,0,0,1,1,0,1,0,3,0,0,0,0,1427,85000,0,115000,0,201427,0,0,0,0,1140,127,0,514191,0,515458,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,0.0,0.0013,"November 20, 2023"
2045,1612,160743921,Bertrand Chaffee Hospital,Bertrand Chaffee Hospital,224 East Main St,Springville,NY,14141,36029,49,Y,Y,N,N,330111,Erie County,<100 beds,"November 20, 2023",21445,2021,160743921,Bertrand Chaffee Hospital,N,1,Bertrand Chaffee Hospital,224 East Main Street,Springville,NY,14141,23118162,25439677,1104088,26509,1077579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,59692,4178,-416378,4.7758467,0.1146674,4.6611793,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.2582039,6.9992628,-1.801086,,N,Y,Y,,,,,Y,Y,Y,N,Y,Y,,,4,56748,3,59584,3,13.2,1,4.1,3,5.5,Y,,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"November 20, 2023"
2046,1613,161492011,Oneida Health,Oneida Health,321 Genesee Street,Oneida,NY,13421,36053,101,N,Y,N,N,330115,Madison County,100-299 beds,"November 20, 2023",21457,2021,161492011,Oneida Health,N,1,Oneida Health Systems,321 Genesee Street,Oneida,NY,13421,105020077,119017235,10791600,316325,9999517,0,5320,468438,0,0,2000,96768,96768,0,0,4841,0,0,36025,49294,6608,0,0.0,0.0,5.0026868,0.0,0.0,37.2282159,50.9403935,6.8287037,0.0,938736,471870,-3123649,10.2757494,0.3012043,9.5215289,0.0,0.0050656,0.4460461,0.0,0.0,0.0019043,Y,0.0921423,0.0921423,0.8938633,50.2665286,-2.974335,21.682960664,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,3,49137,4,64379,2,10.4,1,4.3,3,4.5,Y,,Y,N,96768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4841,0,0,36025,49294,6608,0,96768,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0005,0.0001,0.0,0.001,"November 20, 2023"
2047,1558,161533232,Millard Fillmore Hospital,,3 Gates Circle,Buffalo,NY,14209,36029,588,N,Y,N,Y,330118,Erie County,>299 beds,"November 20, 2023",21460,2012,161533232,Millard Fillmore Hospital,Y,5,Kaleida Health,726 Exchange Street,Buffalo,NY,14210,1125867343,1137886406,143713374,10728650,80621005,0,4287548,23592873,24311197,0,172101,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,13823827,1007757,4607534,12.7646809,0.9529231,7.1607907,0.0,0.3808217,2.0955286,2.1593305,0.0,0.015286,,0.0,0.0,1.2278379,7.29,0.409243,1.744521908,N,Y,Y,,,,,,,,,,,,,4,42945,4,50370,2,14.1,1,8.6,3,8.3,Y,,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"November 20, 2023"
2048,1614,131624070,Lenox Hill Hospital,Lenox Hill Hospital,100 East 77th Street,New York,NY,10075,36061,652,N,Y,N,Y,330119,New York County,>299 beds,"November 20, 2023",21472,2021,131624070,Lenox Hill Hospital,N,1,Lenox Hill Hospital C/O NORTHWELL HEALTH INC,972 Brush Hollow Rd 5th Fl,Westbury,NY,11590,1696587853,1731412779,252215696,31533134,86557030,361125,29826095,65109167,29412148,8185054,1231943,133802,133802,0,442,1131,0,0,209,120896,11124,0,0.0,0.3303388,0.8452788,0.0,0.0,0.1562009,90.3544042,8.313777,0.0,5516564,0,-83698287,14.8660557,1.8586207,5.1018301,0.0212853,1.7580047,3.8376537,1.7336059,0.482442,0.0726129,Y,0.0078865,0.0078865,0.3251564,0.0,-4.9333305,0.885521729,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,4,191220,4,87745,3,16.3,1,5.6,4,7.6,Y,,Y,N,133802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,1131,0,0,209,120896,11124,0,133802,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,"November 20, 2023"
2049,1574,131740126,Yonkers General Hospital,,Two Park Ave,Yonkers,NY,10703,36119,190,N,Y,N,Y,330122,Westchester County,100-299 beds,"November 20, 2023",21484,2021,131740126,Yonkers General Hospital,Y,3,St Johns Riverside Hospital Andrus Parkcare & Dobbs Ferry,967 North Broadway,Yonkers,NY,10701,316026239,288078961,24262016,753810,20095593,0,1137489,2275124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,14197241,9052994,-1328708,7.6772156,0.2385276,6.3588368,0.0,0.3599349,0.7199161,0.0,0.0,0.0,,0.0,0.0,4.4924247,63.7658683,-0.4204423,6.109512857,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,4,115386,4,103340,1,7.6,1,5.7,3,4.8,Y,,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"November 20, 2023"
2050,1615,160743134,Rochester General Hospital,Rochester General Hospital,1425 Portland Avenue,Rochester,NY,14621,36055,528,N,Y,N,Y,330125,Monroe County,>299 beds,"November 20, 2023",21496,2021,160743134,Rochester General Hospital,N,1,The Rochester General Hospital,1425 Portland Avenue,Rochester,NY,14621,1173234731,1281258308,149199358,7495331,42367490,11618587,2020980,22269649,62776755,0,650566,769366,769366,0,0,0,769366,0,0,0,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,8372890,1656486,-32052404,12.716923,0.6388603,3.611169,0.9903037,0.172257,1.8981409,5.3507412,0.0,0.0554506,Y,0.0655764,0.0655764,0.7136585,19.7839216,-2.7319685,0.700898824,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,4,58299,3,61358,3,13.9,1,4.2,3,5.2,Y,,Y,N,769366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847411,0,0,0,0,0,847411,0,0,0,78045,0,0,0,0,0,78045,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0007,"November 20, 2023"
2051,1554,141364536,Garnet Health Medical Center,Garnet Health Medical Center,707 East Main Street,Middletown,NY,10940,36071,450,N,Y,N,N,330126,Orange County,>299 beds,"November 20, 2023",21507,2021,141364536,Garnet Health Medical Center,N,1,Garnet Health Medical Center,707 East Main Street,Middletown,NY,10940,581179061,586339514,84944356,5715817,36289608,0,163849,11340740,31434342,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,-42015788,14.6158665,0.9834863,6.2441354,0.0,0.0281925,1.9513332,5.4087189,0.0,0.0,N,0.0,0.0,0.0,0.0,-7.2294049,0.978259682,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,4,57688,4,78724,2,10.6,1,4.9,3,4.7,Y,,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"November 20, 2023"
2052,1616,160772474,Tlc Health Network,Tlc Health Network,845 Routes 5 & 20,Irving,NY,14081,36013,45,N,N,N,N,330132,Chautauqua County,<100 beds,"November 20, 2023",21515,2017,160772474,Tlc Health Network,N,1,Tlc Health Network,845 Routes 5 20,Irving,NY,14081,31740277,38572822,4111142,185617,1935667,153517,0,0,1836341,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1430759,45049,-20118,12.9524452,0.5847995,6.0984565,0.4836662,0.0,0.0,5.7855229,0.0,0.0,,0.0,0.0,4.5077079,3.1486085,-0.0633831,1.238768289,N,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,,,2,39624,2,45840,3,17.7,1,5.3,4,6.1,Y,,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"November 20, 2023"
2053,1617,452964467,Bon Secours Community Hospital,Bon Secours Community Hospital,160 East Main Street,Port Jervis,NY,12771,36071,141,Y,Y,N,N,330135,Orange County,100-299 beds,"November 20, 2023",21527,2021,452964467,Bon Secours Community Hospital,Y,3,Bon Secours Charity Health System Affiliated Group,255 Lafayette Avenue,Suffern,NY,10901,639627882,606730244,72372906,1693532,58235176,0,4892986,870322,6680890,0,0,917582,917582,0,0,241210,0,0,0,143837,485455,47080,0.0,0.0,26.2875688,0.0,0.0,0.0,15.6756562,52.9058983,5.1308765,33963073,0,-39790104,11.3148454,0.2647683,9.1045399,0.0,0.7649738,0.1360669,1.0444963,0.0,0.0,Y,0.1434555,0.1434555,5.3098174,0.0,-6.2208207,4.815795119,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,4,57688,4,78724,2,10.6,1,4.9,3,4.7,Y,,Y,N,917582,0,0,0,0,0,0,0,0,0,0,0,0,853,0,0,0,225,63,40,1181,0,0,241210,0,0,0,143837,485455,47080,917582,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0002,0.0008,0.0001,0.0015,"November 20, 2023"
2054,1618,135596796,Mary Imogene Bassett Hospital,Mary Imogene Bassett Hospital,1 Atwell Road,Cooperstown,NY,13326,36077,180,N,N,N,Y,330136,Otsego County,100-299 beds,"November 20, 2023",21539,2021,135596796,Mary Imogene Bassett Hospital,N,1,The Mary Imogene Bassett Hospital,One Atwell Road,Cooperstown,NY,13326,649076302,653736548,55010665,3136726,16880041,0,81071,29130703,1082020,4672278,27826,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,-21217778,8.4752231,0.4832599,2.600625,0.0,0.0124902,4.4880244,0.1667015,0.7198349,0.004287,,0.0,0.0,0.0,0.0,-3.2689189,0.572007353,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,3,49275,3,58417,3,12.8,1,5.1,2,4.4,Y,,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"November 20, 2023"
